Ligand,Receptor,Ligand.Cluster,Receptor.Cluster,isReceptor_fst,isReceptor_scn,MeanLR
CD226,PVR,Megakaryocyte,Fibroblast,True,True,2.324
CD226,PVR,Myeloid,Fibroblast,True,True,2.324
CD226,PVR,Neural,Myeloid,True,True,2.167
CD226,PVR,MSC,Myeloid,True,True,2.167
CD226,PVR,Fibroblast,Myeloid,True,True,2.167
CD226,PVR,Megakaryocyte,Myeloid,True,True,2.167
CD226,PVR,Myeloid,Myeloid,True,True,2.167
NUCB2,ERAP1,Fibroblast,Neural,False,False,2.366
NUCB2,ERAP1,Fibroblast,MSC,False,False,2.366
NUCB2,ERAP1,Fibroblast,Fibroblast,False,False,2.366
NUCB2,ERAP1,Fibroblast,Megakaryocyte,False,False,2.366
NUCB2,ERAP1,Fibroblast,Myeloid,False,False,2.366
NUCB2,ERAP1,Myeloid,Neural,False,False,3.077
NUCB2,ERAP1,Myeloid,MSC,False,False,3.077
NUCB2,ERAP1,Myeloid,Fibroblast,False,False,3.077
NUCB2,ERAP1,Myeloid,Megakaryocyte,False,False,3.077
NUCB2,ERAP1,Myeloid,Myeloid,False,False,3.077
BDNF,NGFR,Fibroblast,Neural,False,True,2.34
BDNF,NGFR,Myeloid,Neural,False,True,2.1830000000000003
BDNF,NGFR,Fibroblast,MSC,False,True,2.34
BDNF,NGFR,Myeloid,MSC,False,True,2.1830000000000003
BDNF,NGFR,Fibroblast,Fibroblast,False,True,2.34
BDNF,NGFR,Myeloid,Fibroblast,False,True,2.1830000000000003
BDNF,NGFR,Fibroblast,Megakaryocyte,False,True,2.34
BDNF,NGFR,Myeloid,Megakaryocyte,False,True,2.1830000000000003
BDNF,NGFR,Fibroblast,Myeloid,False,True,2.34
BDNF,NGFR,Myeloid,Myeloid,False,True,2.1830000000000003
CALR,HLA-F,Neural,Myeloid,False,False,2.748
CALR,HLA-F,MSC,Neural,False,False,2.427
CALR,HLA-F,MSC,MSC,False,False,2.69
CALR,HLA-F,MSC,Fibroblast,False,False,2.427
CALR,HLA-F,MSC,Megakaryocyte,False,False,2.504
CALR,HLA-F,MSC,Myeloid,False,False,3.1630000000000003
CALR,HLA-F,Fibroblast,MSC,False,False,2.411
CALR,HLA-F,Fibroblast,Myeloid,False,False,2.884
CALR,HLA-F,Megakaryocyte,Myeloid,False,False,2.8080000000000003
CALR,HLA-F,Myeloid,Myeloid,False,False,2.72
CD6,ALCAM,Neural,Fibroblast,False,False,2.363
CD6,ALCAM,Neural,Megakaryocyte,False,False,2.354
CD6,ALCAM,MSC,Fibroblast,False,False,2.363
CD6,ALCAM,MSC,Megakaryocyte,False,False,2.354
CD6,ALCAM,Fibroblast,Fibroblast,False,False,2.363
CD6,ALCAM,Fibroblast,Megakaryocyte,False,False,2.354
CD6,ALCAM,Megakaryocyte,Fibroblast,False,False,2.363
CD6,ALCAM,Megakaryocyte,Megakaryocyte,False,False,2.354
CD6,ALCAM,Myeloid,Fibroblast,False,False,2.363
CD6,ALCAM,Myeloid,Megakaryocyte,False,False,2.354
TLR6,CD14,Neural,MSC,True,True,2.5140000000000002
TLR6,CD14,MSC,MSC,True,True,2.5140000000000002
TLR6,CD14,Fibroblast,MSC,True,True,2.5140000000000002
TLR6,CD14,Megakaryocyte,MSC,True,True,2.5140000000000002
TLR6,CD14,Myeloid,MSC,True,True,2.5140000000000002
TLR6,CD14,Neural,Myeloid,True,True,2.207
TLR6,CD14,MSC,Myeloid,True,True,2.207
TLR6,CD14,Fibroblast,Myeloid,True,True,2.207
TLR6,CD14,Megakaryocyte,Myeloid,True,True,2.207
TLR6,CD14,Myeloid,Myeloid,True,True,2.207
CLEC2D,KLRB1,Myeloid,Neural,True,True,2.525
CLEC2D,KLRB1,Megakaryocyte,Fibroblast,True,True,2.378
CLEC2D,KLRB1,Myeloid,Fibroblast,True,True,2.525
CLEC2D,KLRB1,Neural,Megakaryocyte,True,True,2.642
CLEC2D,KLRB1,MSC,Megakaryocyte,True,True,2.6860000000000004
CLEC2D,KLRB1,Fibroblast,Megakaryocyte,True,True,2.642
CLEC2D,KLRB1,Megakaryocyte,Megakaryocyte,True,True,2.897
CLEC2D,KLRB1,Myeloid,Megakaryocyte,True,True,3.0439999999999996
CLEC2D,KLRB1,Megakaryocyte,Myeloid,True,True,2.378
CLEC2D,KLRB1,Myeloid,Myeloid,True,True,2.525
TLR6,CD36,Neural,MSC,True,True,2.262
TLR6,CD36,MSC,MSC,True,True,2.262
TLR6,CD36,Fibroblast,MSC,True,True,2.262
TLR6,CD36,Megakaryocyte,MSC,True,True,2.262
TLR6,CD36,Myeloid,MSC,True,True,2.262
TLR6,CD36,Neural,Myeloid,True,True,2.122
TLR6,CD36,MSC,Myeloid,True,True,2.122
TLR6,CD36,Fibroblast,Myeloid,True,True,2.122
TLR6,CD36,Megakaryocyte,Myeloid,True,True,2.122
TLR6,CD36,Myeloid,Myeloid,True,True,2.122
C1QA,CR1,Megakaryocyte,Neural,False,True,2.332
C1QA,CR1,Megakaryocyte,MSC,False,True,2.332
C1QA,CR1,Megakaryocyte,Fibroblast,False,True,2.332
C1QA,CR1,Megakaryocyte,Megakaryocyte,False,True,2.332
C1QA,CR1,Megakaryocyte,Myeloid,False,True,2.332
C1QA,CR1,Myeloid,Neural,False,True,2.184
C1QA,CR1,Myeloid,MSC,False,True,2.184
C1QA,CR1,Myeloid,Fibroblast,False,True,2.184
C1QA,CR1,Myeloid,Megakaryocyte,False,True,2.184
C1QA,CR1,Myeloid,Myeloid,False,True,2.184
ALOX5,ALOX5AP,Neural,Megakaryocyte,False,False,2.481
ALOX5,ALOX5AP,Neural,Myeloid,False,False,3.51
ALOX5,ALOX5AP,MSC,Megakaryocyte,False,False,2.481
ALOX5,ALOX5AP,MSC,Myeloid,False,False,3.51
ALOX5,ALOX5AP,Fibroblast,Megakaryocyte,False,False,2.481
ALOX5,ALOX5AP,Fibroblast,Myeloid,False,False,3.51
ALOX5,ALOX5AP,Megakaryocyte,Megakaryocyte,False,False,2.481
ALOX5,ALOX5AP,Megakaryocyte,Myeloid,False,False,3.51
ALOX5,ALOX5AP,Myeloid,Megakaryocyte,False,False,3.201
ALOX5,ALOX5AP,Myeloid,Myeloid,False,False,4.23
BDNF,SORT1,Fibroblast,Neural,False,True,2.332
BDNF,SORT1,Fibroblast,MSC,False,True,2.332
BDNF,SORT1,Fibroblast,Fibroblast,False,True,2.332
BDNF,SORT1,Fibroblast,Megakaryocyte,False,True,2.332
BDNF,SORT1,Fibroblast,Myeloid,False,True,2.332
BDNF,SORT1,Myeloid,Neural,False,True,2.174
BDNF,SORT1,Myeloid,MSC,False,True,2.174
BDNF,SORT1,Myeloid,Fibroblast,False,True,2.174
BDNF,SORT1,Myeloid,Megakaryocyte,False,True,2.174
BDNF,SORT1,Myeloid,Myeloid,False,True,2.174
BTLA,CD79A,Neural,Fibroblast,True,True,2.262
BTLA,CD79A,MSC,Fibroblast,True,True,2.262
BTLA,CD79A,Fibroblast,Fibroblast,True,True,2.262
BTLA,CD79A,Megakaryocyte,Fibroblast,True,True,2.262
BTLA,CD79A,Myeloid,Fibroblast,True,True,2.262
BTLA,CD79A,Neural,Myeloid,True,True,2.184
BTLA,CD79A,MSC,Myeloid,True,True,2.184
BTLA,CD79A,Fibroblast,Myeloid,True,True,2.184
BTLA,CD79A,Megakaryocyte,Myeloid,True,True,2.184
BTLA,CD79A,Myeloid,Myeloid,True,True,2.184
ICAM2,ITGAL,MSC,Neural,False,True,2.5380000000000003
ICAM2,ITGAL,MSC,MSC,False,True,2.5380000000000003
ICAM2,ITGAL,MSC,Fibroblast,False,True,2.5380000000000003
ICAM2,ITGAL,MSC,Megakaryocyte,False,True,2.5380000000000003
ICAM2,ITGAL,MSC,Myeloid,False,True,2.5380000000000003
ICAM2,ITGAL,Megakaryocyte,Neural,False,True,2.41
ICAM2,ITGAL,Megakaryocyte,MSC,False,True,2.41
ICAM2,ITGAL,Megakaryocyte,Fibroblast,False,True,2.41
ICAM2,ITGAL,Megakaryocyte,Megakaryocyte,False,True,2.41
ICAM2,ITGAL,Megakaryocyte,Myeloid,False,True,2.41
B2M,KLRD1,MSC,Neural,False,True,2.6510000000000002
B2M,KLRD1,MSC,MSC,False,True,2.6510000000000002
B2M,KLRD1,MSC,Fibroblast,False,True,2.6510000000000002
B2M,KLRD1,MSC,Megakaryocyte,False,True,2.947
B2M,KLRD1,MSC,Myeloid,False,True,2.6510000000000002
B2M,KLRD1,Megakaryocyte,Neural,False,True,2.6210000000000004
B2M,KLRD1,Megakaryocyte,MSC,False,True,2.6210000000000004
B2M,KLRD1,Megakaryocyte,Fibroblast,False,True,2.6210000000000004
B2M,KLRD1,Megakaryocyte,Megakaryocyte,False,True,2.917
B2M,KLRD1,Megakaryocyte,Myeloid,False,True,2.6210000000000004
ESAM,SELPLG,Neural,MSC,False,True,2.248
ESAM,SELPLG,MSC,MSC,False,True,2.248
ESAM,SELPLG,Fibroblast,MSC,False,True,2.248
ESAM,SELPLG,Megakaryocyte,MSC,False,True,2.248
ESAM,SELPLG,Myeloid,MSC,False,True,2.248
ESAM,SELPLG,Neural,Myeloid,False,True,2.146
ESAM,SELPLG,MSC,Myeloid,False,True,2.146
ESAM,SELPLG,Fibroblast,Myeloid,False,True,2.146
ESAM,SELPLG,Megakaryocyte,Myeloid,False,True,2.146
ESAM,SELPLG,Myeloid,Myeloid,False,True,2.146
HLA-F,LILRB1,MSC,Neural,False,True,2.415
HLA-F,LILRB1,MSC,MSC,False,True,2.415
HLA-F,LILRB1,MSC,Fibroblast,False,True,2.415
HLA-F,LILRB1,MSC,Megakaryocyte,False,True,2.415
HLA-F,LILRB1,MSC,Myeloid,False,True,2.415
HLA-F,LILRB1,Myeloid,Neural,False,True,2.889
HLA-F,LILRB1,Myeloid,MSC,False,True,2.889
HLA-F,LILRB1,Myeloid,Fibroblast,False,True,2.889
HLA-F,LILRB1,Myeloid,Megakaryocyte,False,True,2.889
HLA-F,LILRB1,Myeloid,Myeloid,False,True,2.889
CD40LG,TRAF3,Neural,MSC,False,False,2.352
CD40LG,TRAF3,Neural,Megakaryocyte,False,False,2.3480000000000003
CD40LG,TRAF3,MSC,MSC,False,False,2.352
CD40LG,TRAF3,MSC,Megakaryocyte,False,False,2.3480000000000003
CD40LG,TRAF3,Fibroblast,MSC,False,False,2.352
CD40LG,TRAF3,Fibroblast,Megakaryocyte,False,False,2.3480000000000003
CD40LG,TRAF3,Megakaryocyte,MSC,False,False,2.352
CD40LG,TRAF3,Megakaryocyte,Megakaryocyte,False,False,2.3480000000000003
CD40LG,TRAF3,Myeloid,MSC,False,False,2.352
CD40LG,TRAF3,Myeloid,Megakaryocyte,False,False,2.3480000000000003
B2M,LILRB1,MSC,Neural,False,True,2.6830000000000003
B2M,LILRB1,MSC,MSC,False,True,2.6830000000000003
B2M,LILRB1,MSC,Fibroblast,False,True,2.6830000000000003
B2M,LILRB1,MSC,Megakaryocyte,False,True,2.6830000000000003
B2M,LILRB1,MSC,Myeloid,False,True,2.6830000000000003
B2M,LILRB1,Megakaryocyte,Neural,False,True,2.653
B2M,LILRB1,Megakaryocyte,MSC,False,True,2.653
B2M,LILRB1,Megakaryocyte,Fibroblast,False,True,2.653
B2M,LILRB1,Megakaryocyte,Megakaryocyte,False,True,2.653
B2M,LILRB1,Megakaryocyte,Myeloid,False,True,2.653
B2M,TFRC,MSC,Neural,False,True,2.545
B2M,TFRC,Megakaryocyte,Neural,False,True,2.515
B2M,TFRC,MSC,MSC,False,True,2.5780000000000003
B2M,TFRC,Megakaryocyte,MSC,False,True,2.548
B2M,TFRC,MSC,Fibroblast,False,True,2.613
B2M,TFRC,Megakaryocyte,Fibroblast,False,True,2.583
B2M,TFRC,MSC,Megakaryocyte,False,True,2.545
B2M,TFRC,Megakaryocyte,Megakaryocyte,False,True,2.515
B2M,TFRC,MSC,Myeloid,False,True,2.545
B2M,TFRC,Megakaryocyte,Myeloid,False,True,2.515
DKK1,KREMEN1,Fibroblast,Neural,False,False,2.3480000000000003
DKK1,KREMEN1,Fibroblast,MSC,False,False,2.3480000000000003
DKK1,KREMEN1,Fibroblast,Fibroblast,False,False,2.3480000000000003
DKK1,KREMEN1,Fibroblast,Megakaryocyte,False,False,2.3480000000000003
DKK1,KREMEN1,Fibroblast,Myeloid,False,False,2.3480000000000003
DKK1,KREMEN1,Myeloid,Neural,False,False,2.19
DKK1,KREMEN1,Myeloid,MSC,False,False,2.19
DKK1,KREMEN1,Myeloid,Fibroblast,False,False,2.19
DKK1,KREMEN1,Myeloid,Megakaryocyte,False,False,2.19
DKK1,KREMEN1,Myeloid,Myeloid,False,False,2.19
BDNF,F11R,Fibroblast,Neural,False,True,2.3169999999999997
BDNF,F11R,Fibroblast,MSC,False,True,2.3169999999999997
BDNF,F11R,Fibroblast,Fibroblast,False,True,2.3169999999999997
BDNF,F11R,Fibroblast,Megakaryocyte,False,True,2.3169999999999997
BDNF,F11R,Fibroblast,Myeloid,False,True,2.3169999999999997
BDNF,F11R,Myeloid,Neural,False,True,2.16
BDNF,F11R,Myeloid,MSC,False,True,2.16
BDNF,F11R,Myeloid,Fibroblast,False,True,2.16
BDNF,F11R,Myeloid,Megakaryocyte,False,True,2.16
BDNF,F11R,Myeloid,Myeloid,False,True,2.16
PSAP,SORT1,MSC,Neural,False,True,2.512
PSAP,SORT1,MSC,MSC,False,True,2.512
PSAP,SORT1,MSC,Fibroblast,False,True,2.512
PSAP,SORT1,MSC,Megakaryocyte,False,True,2.512
PSAP,SORT1,MSC,Myeloid,False,True,2.512
PSAP,SORT1,Megakaryocyte,Neural,False,True,2.2569999999999997
PSAP,SORT1,Megakaryocyte,MSC,False,True,2.2569999999999997
PSAP,SORT1,Megakaryocyte,Fibroblast,False,True,2.2569999999999997
PSAP,SORT1,Megakaryocyte,Megakaryocyte,False,True,2.2569999999999997
PSAP,SORT1,Megakaryocyte,Myeloid,False,True,2.2569999999999997
MIF4GD,CD74,Neural,MSC,False,True,2.657
MIF4GD,CD74,Neural,Megakaryocyte,False,True,2.758
MIF4GD,CD74,MSC,MSC,False,True,2.76
MIF4GD,CD74,MSC,Megakaryocyte,False,True,2.861
MIF4GD,CD74,Fibroblast,MSC,False,True,2.657
MIF4GD,CD74,Fibroblast,Megakaryocyte,False,True,2.758
MIF4GD,CD74,Megakaryocyte,MSC,False,True,2.806
MIF4GD,CD74,Megakaryocyte,Megakaryocyte,False,True,2.907
MIF4GD,CD74,Myeloid,MSC,False,True,2.657
MIF4GD,CD74,Myeloid,Megakaryocyte,False,True,2.758
DCBLD2,SEMA4B,Fibroblast,Neural,False,False,2.301
DCBLD2,SEMA4B,Fibroblast,MSC,False,False,2.301
DCBLD2,SEMA4B,Fibroblast,Fibroblast,False,False,2.301
DCBLD2,SEMA4B,Fibroblast,Megakaryocyte,False,False,2.301
DCBLD2,SEMA4B,Fibroblast,Myeloid,False,False,2.301
DCBLD2,SEMA4B,Myeloid,Neural,False,False,2.222
DCBLD2,SEMA4B,Myeloid,MSC,False,False,2.222
DCBLD2,SEMA4B,Myeloid,Fibroblast,False,False,2.222
DCBLD2,SEMA4B,Myeloid,Megakaryocyte,False,False,2.222
DCBLD2,SEMA4B,Myeloid,Myeloid,False,False,2.222
ICAM1,ITGB2,Neural,MSC,True,True,2.674
ICAM1,ITGB2,MSC,MSC,True,True,2.674
ICAM1,ITGB2,Fibroblast,MSC,True,True,2.674
ICAM1,ITGB2,Megakaryocyte,MSC,True,True,2.674
ICAM1,ITGB2,Myeloid,MSC,True,True,2.674
ICAM1,ITGB2,Neural,Megakaryocyte,True,True,2.6010000000000004
ICAM1,ITGB2,MSC,Megakaryocyte,True,True,2.6010000000000004
ICAM1,ITGB2,Fibroblast,Megakaryocyte,True,True,2.6010000000000004
ICAM1,ITGB2,Megakaryocyte,Megakaryocyte,True,True,2.6010000000000004
ICAM1,ITGB2,Myeloid,Megakaryocyte,True,True,2.6010000000000004
COL1A2,CD93,MSC,Neural,False,True,2.622
COL1A2,CD93,MSC,MSC,False,True,2.622
COL1A2,CD93,MSC,Fibroblast,False,True,2.622
COL1A2,CD93,MSC,Megakaryocyte,False,True,2.622
COL1A2,CD93,MSC,Myeloid,False,True,2.622
COL1A2,CD93,Fibroblast,Neural,False,True,2.463
COL1A2,CD93,Fibroblast,MSC,False,True,2.463
COL1A2,CD93,Fibroblast,Fibroblast,False,True,2.463
COL1A2,CD93,Fibroblast,Megakaryocyte,False,True,2.463
COL1A2,CD93,Fibroblast,Myeloid,False,True,2.463
PLAT,ITGAM,Neural,Megakaryocyte,False,True,2.307
PLAT,ITGAM,Neural,Myeloid,False,True,2.878
PLAT,ITGAM,MSC,Megakaryocyte,False,True,2.307
PLAT,ITGAM,MSC,Myeloid,False,True,2.878
PLAT,ITGAM,Fibroblast,Megakaryocyte,False,True,2.307
PLAT,ITGAM,Fibroblast,Myeloid,False,True,2.878
PLAT,ITGAM,Megakaryocyte,Megakaryocyte,False,True,2.307
PLAT,ITGAM,Megakaryocyte,Myeloid,False,True,2.878
PLAT,ITGAM,Myeloid,Megakaryocyte,False,True,2.307
PLAT,ITGAM,Myeloid,Myeloid,False,True,2.878
ITGAM,ICAM1,Megakaryocyte,Neural,True,True,2.3609999999999998
ITGAM,ICAM1,Myeloid,Neural,True,True,2.932
ITGAM,ICAM1,Megakaryocyte,MSC,True,True,2.3609999999999998
ITGAM,ICAM1,Myeloid,MSC,True,True,2.932
ITGAM,ICAM1,Megakaryocyte,Fibroblast,True,True,2.3609999999999998
ITGAM,ICAM1,Myeloid,Fibroblast,True,True,2.932
ITGAM,ICAM1,Megakaryocyte,Megakaryocyte,True,True,2.3609999999999998
ITGAM,ICAM1,Myeloid,Megakaryocyte,True,True,2.932
ITGAM,ICAM1,Megakaryocyte,Myeloid,True,True,2.3609999999999998
ITGAM,ICAM1,Myeloid,Myeloid,True,True,2.932
PLAT,ITGB2,Neural,MSC,False,True,2.62
PLAT,ITGB2,Neural,Megakaryocyte,False,True,2.5469999999999997
PLAT,ITGB2,MSC,MSC,False,True,2.62
PLAT,ITGB2,MSC,Megakaryocyte,False,True,2.5469999999999997
PLAT,ITGB2,Fibroblast,MSC,False,True,2.62
PLAT,ITGB2,Fibroblast,Megakaryocyte,False,True,2.5469999999999997
PLAT,ITGB2,Megakaryocyte,MSC,False,True,2.62
PLAT,ITGB2,Megakaryocyte,Megakaryocyte,False,True,2.5469999999999997
PLAT,ITGB2,Myeloid,MSC,False,True,2.62
PLAT,ITGB2,Myeloid,Megakaryocyte,False,True,2.5469999999999997
PF4,THBD,Megakaryocyte,Neural,False,True,2.131
PF4,THBD,Megakaryocyte,MSC,False,True,2.131
PF4,THBD,Megakaryocyte,Fibroblast,False,True,2.131
PF4,THBD,Megakaryocyte,Megakaryocyte,False,True,2.131
PF4,THBD,Megakaryocyte,Myeloid,False,True,2.131
PF4,THBD,Myeloid,Neural,False,True,2.063
PF4,THBD,Myeloid,MSC,False,True,2.063
PF4,THBD,Myeloid,Fibroblast,False,True,2.063
PF4,THBD,Myeloid,Megakaryocyte,False,True,2.063
PF4,THBD,Myeloid,Myeloid,False,True,2.063
IBSP,ITGAV,MSC,Neural,False,True,2.377
IBSP,ITGAV,Fibroblast,Neural,False,True,2.2969999999999997
IBSP,ITGAV,MSC,MSC,False,True,2.377
IBSP,ITGAV,Fibroblast,MSC,False,True,2.2969999999999997
IBSP,ITGAV,MSC,Fibroblast,False,True,2.377
IBSP,ITGAV,Fibroblast,Fibroblast,False,True,2.2969999999999997
IBSP,ITGAV,MSC,Megakaryocyte,False,True,2.377
IBSP,ITGAV,Fibroblast,Megakaryocyte,False,True,2.2969999999999997
IBSP,ITGAV,MSC,Myeloid,False,True,2.377
IBSP,ITGAV,Fibroblast,Myeloid,False,True,2.2969999999999997
CXCL8,CD79A,Neural,Fibroblast,False,True,2.262
CXCL8,CD79A,Neural,Myeloid,False,True,2.184
CXCL8,CD79A,MSC,Fibroblast,False,True,2.262
CXCL8,CD79A,MSC,Myeloid,False,True,2.184
CXCL8,CD79A,Fibroblast,Fibroblast,False,True,2.262
CXCL8,CD79A,Fibroblast,Myeloid,False,True,2.184
CXCL8,CD79A,Megakaryocyte,Fibroblast,False,True,2.262
CXCL8,CD79A,Megakaryocyte,Myeloid,False,True,2.184
CXCL8,CD79A,Myeloid,Fibroblast,False,True,2.262
CXCL8,CD79A,Myeloid,Myeloid,False,True,2.184
DYSF,ANXA1,Neural,MSC,False,False,2.449
DYSF,ANXA1,Neural,Megakaryocyte,False,False,2.407
DYSF,ANXA1,MSC,MSC,False,False,2.449
DYSF,ANXA1,MSC,Megakaryocyte,False,False,2.407
DYSF,ANXA1,Fibroblast,MSC,False,False,2.449
DYSF,ANXA1,Fibroblast,Megakaryocyte,False,False,2.407
DYSF,ANXA1,Megakaryocyte,MSC,False,False,2.449
DYSF,ANXA1,Megakaryocyte,Megakaryocyte,False,False,2.407
DYSF,ANXA1,Myeloid,MSC,False,False,2.449
DYSF,ANXA1,Myeloid,Megakaryocyte,False,False,2.407
COL6A1,ITGA6,MSC,Neural,False,True,2.562
COL6A1,ITGA6,MSC,MSC,False,True,2.562
COL6A1,ITGA6,MSC,Fibroblast,False,True,2.562
COL6A1,ITGA6,MSC,Megakaryocyte,False,True,2.562
COL6A1,ITGA6,MSC,Myeloid,False,True,2.562
COL6A1,ITGA6,Fibroblast,Neural,False,True,2.5669999999999997
COL6A1,ITGA6,Fibroblast,MSC,False,True,2.5669999999999997
COL6A1,ITGA6,Fibroblast,Fibroblast,False,True,2.5669999999999997
COL6A1,ITGA6,Fibroblast,Megakaryocyte,False,True,2.5669999999999997
COL6A1,ITGA6,Fibroblast,Myeloid,False,True,2.5669999999999997
ICAM4,ITGB2,Neural,MSC,False,True,2.616
ICAM4,ITGB2,MSC,MSC,False,True,2.616
ICAM4,ITGB2,Fibroblast,MSC,False,True,2.616
ICAM4,ITGB2,Megakaryocyte,MSC,False,True,2.616
ICAM4,ITGB2,Myeloid,MSC,False,True,2.616
ICAM4,ITGB2,Neural,Megakaryocyte,False,True,2.543
ICAM4,ITGB2,MSC,Megakaryocyte,False,True,2.543
ICAM4,ITGB2,Fibroblast,Megakaryocyte,False,True,2.543
ICAM4,ITGB2,Megakaryocyte,Megakaryocyte,False,True,2.543
ICAM4,ITGB2,Myeloid,Megakaryocyte,False,True,2.543
ITPK1,INSR,Neural,MSC,False,True,2.314
ITPK1,INSR,MSC,MSC,False,True,2.314
ITPK1,INSR,Fibroblast,MSC,False,True,2.314
ITPK1,INSR,Megakaryocyte,MSC,False,True,2.314
ITPK1,INSR,Myeloid,MSC,False,True,2.314
ITPK1,INSR,Neural,Myeloid,False,True,2.156
ITPK1,INSR,MSC,Myeloid,False,True,2.156
ITPK1,INSR,Fibroblast,Myeloid,False,True,2.156
ITPK1,INSR,Megakaryocyte,Myeloid,False,True,2.156
ITPK1,INSR,Myeloid,Myeloid,False,True,2.156
LAMB1,ITGA6,MSC,Neural,False,True,2.443
LAMB1,ITGA6,MSC,MSC,False,True,2.443
LAMB1,ITGA6,MSC,Fibroblast,False,True,2.443
LAMB1,ITGA6,MSC,Megakaryocyte,False,True,2.443
LAMB1,ITGA6,MSC,Myeloid,False,True,2.443
LAMB1,ITGA6,Myeloid,Neural,False,True,2.1790000000000003
LAMB1,ITGA6,Myeloid,MSC,False,True,2.1790000000000003
LAMB1,ITGA6,Myeloid,Fibroblast,False,True,2.1790000000000003
LAMB1,ITGA6,Myeloid,Megakaryocyte,False,True,2.1790000000000003
LAMB1,ITGA6,Myeloid,Myeloid,False,True,2.1790000000000003
ICAM2,ITGAM,MSC,Neural,False,True,2.5069999999999997
ICAM2,ITGAM,MSC,MSC,False,True,2.5069999999999997
ICAM2,ITGAM,MSC,Fibroblast,False,True,2.5069999999999997
ICAM2,ITGAM,MSC,Megakaryocyte,False,True,2.655
ICAM2,ITGAM,Megakaryocyte,Megakaryocyte,False,True,2.5269999999999997
ICAM2,ITGAM,Neural,Myeloid,False,True,2.839
ICAM2,ITGAM,MSC,Myeloid,False,True,3.2260000000000004
ICAM2,ITGAM,Fibroblast,Myeloid,False,True,2.839
ICAM2,ITGAM,Megakaryocyte,Myeloid,False,True,3.097
ICAM2,ITGAM,Myeloid,Myeloid,False,True,2.839
COL1A2,ITGA2B,MSC,Neural,False,True,2.589
COL1A2,ITGA2B,MSC,MSC,False,True,2.589
COL1A2,ITGA2B,MSC,Fibroblast,False,True,2.589
COL1A2,ITGA2B,MSC,Megakaryocyte,False,True,2.589
COL1A2,ITGA2B,MSC,Myeloid,False,True,2.589
COL1A2,ITGA2B,Fibroblast,Neural,False,True,2.43
COL1A2,ITGA2B,Fibroblast,MSC,False,True,2.43
COL1A2,ITGA2B,Fibroblast,Fibroblast,False,True,2.43
COL1A2,ITGA2B,Fibroblast,Megakaryocyte,False,True,2.43
COL1A2,ITGA2B,Fibroblast,Myeloid,False,True,2.43
COL4A2,CD93,Fibroblast,Neural,False,True,2.3930000000000002
COL4A2,CD93,Fibroblast,MSC,False,True,2.3930000000000002
COL4A2,CD93,Fibroblast,Fibroblast,False,True,2.3930000000000002
COL4A2,CD93,Fibroblast,Megakaryocyte,False,True,2.3930000000000002
COL4A2,CD93,Fibroblast,Myeloid,False,True,2.3930000000000002
COL4A2,CD93,Myeloid,Neural,False,True,2.16
COL4A2,CD93,Myeloid,MSC,False,True,2.16
COL4A2,CD93,Myeloid,Fibroblast,False,True,2.16
COL4A2,CD93,Myeloid,Megakaryocyte,False,True,2.16
COL4A2,CD93,Myeloid,Myeloid,False,True,2.16
COL9A2,ITGB1,Neural,MSC,False,True,2.54
COL9A2,ITGB1,MSC,MSC,False,True,2.54
COL9A2,ITGB1,Fibroblast,MSC,False,True,2.54
COL9A2,ITGB1,Megakaryocyte,MSC,False,True,2.54
COL9A2,ITGB1,Myeloid,MSC,False,True,2.54
COL9A2,ITGB1,Neural,Fibroblast,False,True,2.385
COL9A2,ITGB1,MSC,Fibroblast,False,True,2.385
COL9A2,ITGB1,Fibroblast,Fibroblast,False,True,2.385
COL9A2,ITGB1,Megakaryocyte,Fibroblast,False,True,2.385
COL9A2,ITGB1,Myeloid,Fibroblast,False,True,2.385
C1QA,CD93,Megakaryocyte,Neural,False,True,2.335
C1QA,CD93,Megakaryocyte,MSC,False,True,2.335
C1QA,CD93,Megakaryocyte,Fibroblast,False,True,2.335
C1QA,CD93,Megakaryocyte,Megakaryocyte,False,True,2.335
C1QA,CD93,Megakaryocyte,Myeloid,False,True,2.335
C1QA,CD93,Myeloid,Neural,False,True,2.187
C1QA,CD93,Myeloid,MSC,False,True,2.187
C1QA,CD93,Myeloid,Fibroblast,False,True,2.187
C1QA,CD93,Myeloid,Megakaryocyte,False,True,2.187
C1QA,CD93,Myeloid,Myeloid,False,True,2.187
ICAM4,ITGB1,Neural,MSC,False,True,2.4819999999999998
ICAM4,ITGB1,MSC,MSC,False,True,2.4819999999999998
ICAM4,ITGB1,Fibroblast,MSC,False,True,2.4819999999999998
ICAM4,ITGB1,Megakaryocyte,MSC,False,True,2.4819999999999998
ICAM4,ITGB1,Myeloid,MSC,False,True,2.4819999999999998
ICAM4,ITGB1,Neural,Fibroblast,False,True,2.327
ICAM4,ITGB1,MSC,Fibroblast,False,True,2.327
ICAM4,ITGB1,Fibroblast,Fibroblast,False,True,2.327
ICAM4,ITGB1,Megakaryocyte,Fibroblast,False,True,2.327
ICAM4,ITGB1,Myeloid,Fibroblast,False,True,2.327
CD14,ITGB2,Neural,MSC,True,True,2.637
CD14,ITGB2,MSC,MSC,True,True,2.944
CD14,ITGB2,Fibroblast,MSC,True,True,2.637
CD14,ITGB2,Megakaryocyte,MSC,True,True,2.637
