"source","target","gene_A","gene_B","type_gene_A","type_gene_B","MeanLR"
"Megakaryocyte","MSC","THBS1|L","CD47|R","Ligand","Receptor",2.472
"Megakaryocyte","Megakaryocyte","THBS1|L","CD47|R","Ligand","Receptor",2.52
"MSC","MSC","ANGPT1|L","ITGB1|R","Ligand","Receptor",2.462
"Fibroblast","MSC","ANGPT1|L","ITGB1|R","Ligand","Receptor",2.313
"Neural","Megakaryocyte","ANGPT1|L","ITGB1|R","Ligand","Receptor",2.399
"MSC","Megakaryocyte","ANGPT1|L","ITGB1|R","Ligand","Receptor",2.596
"Fibroblast","Megakaryocyte","ANGPT1|L","ITGB1|R","Ligand","Receptor",2.447
"Megakaryocyte","Megakaryocyte","ANGPT1|L","ITGB1|R","Ligand","Receptor",2.399
"Myeloid","Megakaryocyte","ANGPT1|L","ITGB1|R","Ligand","Receptor",2.399
"MSC","MSC","TGFB1|L","ENG|R","Ligand","Receptor",2.582
"MSC","Fibroblast","TGFB1|L","ENG|R","Ligand","Receptor",2.548
"Megakaryocyte","Neural","TGFB1|L","ENG|R","Ligand","Receptor",2.767
"Megakaryocyte","MSC","TGFB1|L","ENG|R","Ligand","Receptor",3.128
"Megakaryocyte","Fibroblast","TGFB1|L","ENG|R","Ligand","Receptor",3.094
"Megakaryocyte","Megakaryocyte","TGFB1|L","ENG|R","Ligand","Receptor",2.967
"Megakaryocyte","Myeloid","TGFB1|L","ENG|R","Ligand","Receptor",2.767
"MSC","Neural","HMGB1|L","THBD|R","Ligand","Receptor",2.449
"MSC","MSC","HMGB1|L","THBD|R","Ligand","Receptor",2.594
"Fibroblast","MSC","HMGB1|L","THBD|R","Ligand","Receptor",2.652
"Megakaryocyte","MSC","HMGB1|L","THBD|R","Ligand","Receptor",2.585
"MSC","Fibroblast","HMGB1|L","THBD|R","Ligand","Receptor",2.753
"Fibroblast","Fibroblast","HMGB1|L","THBD|R","Ligand","Receptor",2.81
"Megakaryocyte","Fibroblast","HMGB1|L","THBD|R","Ligand","Receptor",2.744
"Neural","Megakaryocyte","AGRN|L","ITGB1|R","Ligand","Receptor",2.44
"MSC","Megakaryocyte","AGRN|L","ITGB1|R","Ligand","Receptor",2.543
"Fibroblast","Neural","AGRN|L","ITGB1|R","Ligand","Receptor",2.422
"Fibroblast","MSC","AGRN|L","ITGB1|R","Ligand","Receptor",2.654
"Fibroblast","Fibroblast","AGRN|L","ITGB1|R","Ligand","Receptor",2.543
"Fibroblast","Megakaryocyte","AGRN|L","ITGB1|R","Ligand","Receptor",2.788
"Myeloid","Megakaryocyte","AGRN|L","ITGB1|R","Ligand","Receptor",2.44
"MSC","Neural","HSP90B1|L","ASGR1|R","Ligand","Receptor",2.314
"MSC","MSC","HSP90B1|L","ASGR1|R","Ligand","Receptor",2.314
"Neural","Fibroblast","HSP90B1|L","ASGR1|R","Ligand","Receptor",2.407
"MSC","Fibroblast","HSP90B1|L","ASGR1|R","Ligand","Receptor",2.661
"Fibroblast","Fibroblast","HSP90B1|L","ASGR1|R","Ligand","Receptor",2.534
"Megakaryocyte","Fibroblast","HSP90B1|L","ASGR1|R","Ligand","Receptor",2.5
"Myeloid","Fibroblast","HSP90B1|L","ASGR1|R","Ligand","Receptor",2.398
"Neural","MSC","COL1A1|L","DDR2|R","Ligand","Receptor",2.326
"MSC","Neural","COL1A1|L","DDR2|R","Ligand","Receptor",2.562
"MSC","MSC","COL1A1|L","DDR2|R","Ligand","Receptor",2.89
"MSC","Fibroblast","COL1A1|L","DDR2|R","Ligand","Receptor",2.562
"MSC","Megakaryocyte","COL1A1|L","DDR2|R","Ligand","Receptor",2.562
"MSC","Myeloid","COL1A1|L","DDR2|R","Ligand","Receptor",2.562
"Fibroblast","MSC","COL1A1|L","DDR2|R","Ligand","Receptor",2.45
"Megakaryocyte","Neural","ICAM2|L","ITGB2|R","Ligand","Receptor",2.559
"Megakaryocyte","MSC","ICAM2|L","ITGB2|R","Ligand","Receptor",2.744
"Megakaryocyte","Fibroblast","ICAM2|L","ITGB2|R","Ligand","Receptor",2.559
"Megakaryocyte","Megakaryocyte","ICAM2|L","ITGB2|R","Ligand","Receptor",2.559
"MSC","Myeloid","ICAM2|L","ITGB2|R","Ligand","Receptor",2.359
"Fibroblast","Myeloid","ICAM2|L","ITGB2|R","Ligand","Receptor",2.367
"Megakaryocyte","Myeloid","ICAM2|L","ITGB2|R","Ligand","Receptor",2.855
"MSC","Megakaryocyte","TGFB1|L","CAV1|R","Ligand","Receptor",2.506
"Fibroblast","Megakaryocyte","TGFB1|L","CAV1|R","Ligand","Receptor",2.359
"Megakaryocyte","Neural","TGFB1|L","CAV1|R","Ligand","Receptor",2.796
"Megakaryocyte","MSC","TGFB1|L","CAV1|R","Ligand","Receptor",2.796
"Megakaryocyte","Fibroblast","TGFB1|L","CAV1|R","Ligand","Receptor",2.796
"Megakaryocyte","Megakaryocyte","TGFB1|L","CAV1|R","Ligand","Receptor",3.052
"Megakaryocyte","Myeloid","TGFB1|L","CAV1|R","Ligand","Receptor",2.796
"Neural","MSC","SERPING1|L","LRP1|R","Ligand","Receptor",2.335
"MSC","Neural","SERPING1|L","LRP1|R","Ligand","Receptor",2.61
"MSC","MSC","SERPING1|L","LRP1|R","Ligand","Receptor",2.94
"MSC","Fibroblast","SERPING1|L","LRP1|R","Ligand","Receptor",2.61
"MSC","Megakaryocyte","SERPING1|L","LRP1|R","Ligand","Receptor",2.61
"MSC","Myeloid","SERPING1|L","LRP1|R","Ligand","Receptor",2.61
"Fibroblast","MSC","SERPING1|L","LRP1|R","Ligand","Receptor",2.389
"Neural","MSC","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.426
"MSC","MSC","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.61
"Megakaryocyte","Neural","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.816
"Megakaryocyte","MSC","TGFB1|L","TGFBR3|R","Ligand","Receptor",3.156
"Megakaryocyte","Fibroblast","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.816
"Megakaryocyte","Megakaryocyte","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.816
"Megakaryocyte","Myeloid","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.816
"MSC","Megakaryocyte","VWF|L","SELP|R","Ligand","Receptor",2.584
"Fibroblast","Neural","VWF|L","SELP|R","Ligand","Receptor",2.769
"Fibroblast","MSC","VWF|L","SELP|R","Ligand","Receptor",2.769
"Fibroblast","Fibroblast","VWF|L","SELP|R","Ligand","Receptor",2.769
"Fibroblast","Megakaryocyte","VWF|L","SELP|R","Ligand","Receptor",3.055
"Fibroblast","Myeloid","VWF|L","SELP|R","Ligand","Receptor",2.769
"Megakaryocyte","Megakaryocyte","VWF|L","SELP|R","Ligand","Receptor",2.635
"MSC","MSC","TIMP2|L","ITGB1|R","Ligand","Receptor",2.387
"Fibroblast","MSC","TIMP2|L","ITGB1|R","Ligand","Receptor",2.322
"Neural","Megakaryocyte","TIMP2|L","ITGB1|R","Ligand","Receptor",2.37
"MSC","Megakaryocyte","TIMP2|L","ITGB1|R","Ligand","Receptor",2.521
"Fibroblast","Megakaryocyte","TIMP2|L","ITGB1|R","Ligand","Receptor",2.456
"Megakaryocyte","Megakaryocyte","TIMP2|L","ITGB1|R","Ligand","Receptor",2.37
"Myeloid","Megakaryocyte","TIMP2|L","ITGB1|R","Ligand","Receptor",2.473
"Neural","Megakaryocyte","FN1|L","ITGA2B|R","Ligand","Receptor",2.985
"MSC","Neural","FN1|L","ITGA2B|R","Ligand","Receptor",2.342
"MSC","Megakaryocyte","FN1|L","ITGA2B|R","Ligand","Receptor",3.313
"MSC","Myeloid","FN1|L","ITGA2B|R","Ligand","Receptor",2.494
"Fibroblast","Megakaryocyte","FN1|L","ITGA2B|R","Ligand","Receptor",3.119
"Megakaryocyte","Megakaryocyte","FN1|L","ITGA2B|R","Ligand","Receptor",2.985
"Myeloid","Megakaryocyte","FN1|L","ITGA2B|R","Ligand","Receptor",2.985
"MSC","MSC","CD151|L","DUSP18|R","Ligand","Receptor",2.349
"Fibroblast","MSC","CD151|L","DUSP18|R","Ligand","Receptor",2.413
"Megakaryocyte","Neural","CD151|L","DUSP18|R","Ligand","Receptor",2.641
"Megakaryocyte","MSC","CD151|L","DUSP18|R","Ligand","Receptor",2.744
"Megakaryocyte","Fibroblast","CD151|L","DUSP18|R","Ligand","Receptor",2.641
"Megakaryocyte","Megakaryocyte","CD151|L","DUSP18|R","Ligand","Receptor",2.641
"Megakaryocyte","Myeloid","CD151|L","DUSP18|R","Ligand","Receptor",2.641
"Fibroblast","Neural","RPSA|L","DUSP18|R","Ligand","Receptor",2.327
"Fibroblast","MSC","RPSA|L","DUSP18|R","Ligand","Receptor",2.429
"Megakaryocyte","Neural","RPSA|L","DUSP18|R","Ligand","Receptor",2.408
"Megakaryocyte","MSC","RPSA|L","DUSP18|R","Ligand","Receptor",2.511
"Megakaryocyte","Fibroblast","RPSA|L","DUSP18|R","Ligand","Receptor",2.408
"Megakaryocyte","Megakaryocyte","RPSA|L","DUSP18|R","Ligand","Receptor",2.408
"Megakaryocyte","Myeloid","RPSA|L","DUSP18|R","Ligand","Receptor",2.408
"Neural","MSC","DUSP18|L","ITGB1|R","Ligand","Receptor",2.314
"MSC","MSC","DUSP18|L","ITGB1|R","Ligand","Receptor",2.417
"Neural","Megakaryocyte","DUSP18|L","ITGB1|R","Ligand","Receptor",2.449
"MSC","Megakaryocyte","DUSP18|L","ITGB1|R","Ligand","Receptor",2.551
"Fibroblast","Megakaryocyte","DUSP18|L","ITGB1|R","Ligand","Receptor",2.449
"Megakaryocyte","Megakaryocyte","DUSP18|L","ITGB1|R","Ligand","Receptor",2.449
"Myeloid","Megakaryocyte","DUSP18|L","ITGB1|R","Ligand","Receptor",2.449
"MSC","Neural","LAMA4|L","ITGAV|R","Ligand","Receptor",2.501
"Neural","MSC","LAMA4|L","ITGAV|R","Ligand","Receptor",2.54
"MSC","MSC","LAMA4|L","ITGAV|R","Ligand","Receptor",2.951
"Fibroblast","MSC","LAMA4|L","ITGAV|R","Ligand","Receptor",2.59
"Megakaryocyte","MSC","LAMA4|L","ITGAV|R","Ligand","Receptor",2.54
"Myeloid","MSC","LAMA4|L","ITGAV|R","Ligand","Receptor",2.54
"MSC","Fibroblast","LAMA4|L","ITGAV|R","Ligand","Receptor",2.501
"Neural","MSC","COL4A1|L","CD47|R","Ligand","Receptor",2.319
"MSC","MSC","COL4A1|L","CD47|R","Ligand","Receptor",2.526
"MSC","Megakaryocyte","COL4A1|L","CD47|R","Ligand","Receptor",2.573
"Fibroblast","MSC","COL4A1|L","CD47|R","Ligand","Receptor",2.387
"Fibroblast","Megakaryocyte","COL4A1|L","CD47|R","Ligand","Receptor",2.434
"Megakaryocyte","Megakaryocyte","COL4A1|L","CD47|R","Ligand","Receptor",2.366
"Myeloid","Megakaryocyte","COL4A1|L","CD47|R","Ligand","Receptor",2.366
"MSC","Neural","LGALS3BP|L","ITGB1|R","Ligand","Receptor",2.383
"MSC","MSC","LGALS3BP|L","ITGB1|R","Ligand","Receptor",2.614
"MSC","Fibroblast","LGALS3BP|L","ITGB1|R","Ligand","Receptor",2.504
"MSC","Megakaryocyte","LGALS3BP|L","ITGB1|R","Ligand","Receptor",2.748
"Megakaryocyte","Megakaryocyte","LGALS3BP|L","ITGB1|R","Ligand","Receptor",2.417
"Myeloid","Megakaryocyte","LGALS3BP|L","ITGB1|R","Ligand","Receptor",2.456
"MSC","Myeloid","LGALS3BP|L","ITGB1|R","Ligand","Receptor",2.354
"Neural","MSC","COL1A1|L","ITGAV|R","Ligand","Receptor",2.481
"MSC","Neural","COL1A1|L","ITGAV|R","Ligand","Receptor",2.595
"MSC","MSC","COL1A1|L","ITGAV|R","Ligand","Receptor",3.044
"MSC","Megakaryocyte","COL1A1|L","ITGAV|R","Ligand","Receptor",2.595
"Fibroblast","MSC","COL1A1|L","ITGAV|R","Ligand","Receptor",2.605
"Megakaryocyte","MSC","COL1A1|L","ITGAV|R","Ligand","Receptor",2.481
"Myeloid","MSC","COL1A1|L","ITGAV|R","Ligand","Receptor",2.481
"Megakaryocyte","Neural","GZMB|L","PGRMC1|R","Ligand","Receptor",2.318
"Megakaryocyte","MSC","GZMB|L","PGRMC1|R","Ligand","Receptor",2.461
"Neural","Megakaryocyte","GZMB|L","PGRMC1|R","Ligand","Receptor",2.38
"MSC","Megakaryocyte","GZMB|L","PGRMC1|R","Ligand","Receptor",2.38
"Fibroblast","Megakaryocyte","GZMB|L","PGRMC1|R","Ligand","Receptor",2.38
"Megakaryocyte","Megakaryocyte","GZMB|L","PGRMC1|R","Ligand","Receptor",2.611
"Myeloid","Megakaryocyte","GZMB|L","PGRMC1|R","Ligand","Receptor",2.38
"Megakaryocyte","Myeloid","GZMB|L","PGRMC1|R","Ligand","Receptor",2.444
"Neural","MSC","COL1A1|L","ITGA11|R","Ligand","Receptor",2.367
"MSC","Neural","COL1A1|L","ITGA11|R","Ligand","Receptor",2.581
"MSC","MSC","COL1A1|L","ITGA11|R","Ligand","Receptor",2.93
"MSC","Fibroblast","COL1A1|L","ITGA11|R","Ligand","Receptor",2.581
"MSC","Megakaryocyte","COL1A1|L","ITGA11|R","Ligand","Receptor",2.581
"MSC","Myeloid","COL1A1|L","ITGA11|R","Ligand","Receptor",2.581
"Fibroblast","MSC","COL1A1|L","ITGA11|R","Ligand","Receptor",2.49
"Myeloid","MSC","COL1A1|L","ITGA11|R","Ligand","Receptor",2.367
"Neural","MSC","DLK1|L","NOTCH3|R","Ligand","Receptor",2.681
"MSC","MSC","DLK1|L","NOTCH3|R","Ligand","Receptor",2.681
"Fibroblast","MSC","DLK1|L","NOTCH3|R","Ligand","Receptor",2.822
"Megakaryocyte","Neural","DLK1|L","NOTCH3|R","Ligand","Receptor",3.169
"Megakaryocyte","MSC","DLK1|L","NOTCH3|R","Ligand","Receptor",3.747
"Megakaryocyte","Fibroblast","DLK1|L","NOTCH3|R","Ligand","Receptor",3.169
"Megakaryocyte","Megakaryocyte","DLK1|L","NOTCH3|R","Ligand","Receptor",3.169
"Megakaryocyte","Myeloid","DLK1|L","NOTCH3|R","Ligand","Receptor",3.169
"Neural","Megakaryocyte","BDNF|L","F11R|R","Ligand","Receptor",2.632
"MSC","Megakaryocyte","BDNF|L","F11R|R","Ligand","Receptor",2.632
"Fibroblast","Megakaryocyte","BDNF|L","F11R|R","Ligand","Receptor",2.702
"Fibroblast","Myeloid","BDNF|L","F11R|R","Ligand","Receptor",2.45
"Megakaryocyte","Megakaryocyte","BDNF|L","F11R|R","Ligand","Receptor",2.709
"Megakaryocyte","Myeloid","BDNF|L","F11R|R","Ligand","Receptor",2.456
"Myeloid","Megakaryocyte","BDNF|L","F11R|R","Ligand","Receptor",2.632
"Myeloid","Myeloid","BDNF|L","F11R|R","Ligand","Receptor",2.379
"Neural","Fibroblast","MIF4GD|L","CD74|R","Ligand","Receptor",2.402
"Neural","Megakaryocyte","MIF4GD|L","CD74|R","Ligand","Receptor",2.402
"MSC","Fibroblast","MIF4GD|L","CD74|R","Ligand","Receptor",2.365
"Megakaryocyte","Neural","MIF4GD|L","CD74|R","Ligand","Receptor",2.507
"Megakaryocyte","MSC","MIF4GD|L","CD74|R","Ligand","Receptor",2.729
"Megakaryocyte","Fibroblast","MIF4GD|L","CD74|R","Ligand","Receptor",2.867
"Megakaryocyte","Megakaryocyte","MIF4GD|L","CD74|R","Ligand","Receptor",2.867
"Megakaryocyte","Myeloid","MIF4GD|L","CD74|R","Ligand","Receptor",2.461
"MSC","Neural","HSPG2|L","ITGB1|R","Ligand","Receptor",2.393
"MSC","MSC","HSPG2|L","ITGB1|R","Ligand","Receptor",2.624
"MSC","Fibroblast","HSPG2|L","ITGB1|R","Ligand","Receptor",2.514
"Neural","Megakaryocyte","HSPG2|L","ITGB1|R","Ligand","Receptor",2.385
"MSC","Megakaryocyte","HSPG2|L","ITGB1|R","Ligand","Receptor",2.758
"Fibroblast","Megakaryocyte","HSPG2|L","ITGB1|R","Ligand","Receptor",2.534
"Megakaryocyte","Megakaryocyte","HSPG2|L","ITGB1|R","Ligand","Receptor",2.459
"Myeloid","Megakaryocyte","HSPG2|L","ITGB1|R","Ligand","Receptor",2.525
"Neural","Megakaryocyte","VWF|L","ITGA2B|R","Ligand","Receptor",3.086
"MSC","Megakaryocyte","VWF|L","ITGA2B|R","Ligand","Receptor",3.229
"Fibroblast","Neural","VWF|L","ITGA2B|R","Ligand","Receptor",2.729
"Fibroblast","Fibroblast","VWF|L","ITGA2B|R","Ligand","Receptor",2.774
"Fibroblast","Megakaryocyte","VWF|L","ITGA2B|R","Ligand","Receptor",3.7
"Fibroblast","Myeloid","VWF|L","ITGA2B|R","Ligand","Receptor",2.882
"Megakaryocyte","Megakaryocyte","VWF|L","ITGA2B|R","Ligand","Receptor",3.28
"Myeloid","Megakaryocyte","VWF|L","ITGA2B|R","Ligand","Receptor",3.086
"Neural","Megakaryocyte","VWF|L","GP1BA|R","Ligand","Receptor",2.962
"MSC","Megakaryocyte","VWF|L","GP1BA|R","Ligand","Receptor",3.106
"Fibroblast","MSC","VWF|L","GP1BA|R","Ligand","Receptor",2.743
"Fibroblast","Fibroblast","VWF|L","GP1BA|R","Ligand","Receptor",2.743
"Fibroblast","Megakaryocyte","VWF|L","GP1BA|R","Ligand","Receptor",3.577
"Fibroblast","Myeloid","VWF|L","GP1BA|R","Ligand","Receptor",2.743
"Megakaryocyte","Megakaryocyte","VWF|L","GP1BA|R","Ligand","Receptor",3.157
"Myeloid","Megakaryocyte","VWF|L","GP1BA|R","Ligand","Receptor",2.962
"Neural","MSC","TGFB1|L","ITGAV|R","Ligand","Receptor",2.554
"MSC","MSC","TGFB1|L","ITGAV|R","Ligand","Receptor",2.737
"Fibroblast","MSC","TGFB1|L","ITGAV|R","Ligand","Receptor",2.59
"Megakaryocyte","Neural","TGFB1|L","ITGAV|R","Ligand","Receptor",2.833
"Megakaryocyte","MSC","TGFB1|L","ITGAV|R","Ligand","Receptor",3.283
"Megakaryocyte","Fibroblast","TGFB1|L","ITGAV|R","Ligand","Receptor",2.833
"Megakaryocyte","Megakaryocyte","TGFB1|L","ITGAV|R","Ligand","Receptor",2.833
"Megakaryocyte","Myeloid","TGFB1|L","ITGAV|R","Ligand","Receptor",2.833
"Neural","Megakaryocyte","FN1|L","ITGB1|R","Ligand","Receptor",2.316
"MSC","Neural","FN1|L","ITGB1|R","Ligand","Receptor",2.279
"MSC","MSC","FN1|L","ITGB1|R","Ligand","Receptor",2.51
"MSC","Fibroblast","FN1|L","ITGB1|R","Ligand","Receptor",2.4
"MSC","Megakaryocyte","FN1|L","ITGB1|R","Ligand","Receptor",2.644
"Fibroblast","MSC","FN1|L","ITGB1|R","Ligand","Receptor",2.316
"Fibroblast","Megakaryocyte","FN1|L","ITGB1|R","Ligand","Receptor",2.45
"Myeloid","Megakaryocyte","FN1|L","ITGB1|R","Ligand","Receptor",2.316
"MSC","Neural","COL1A1|L","CD36|R","Ligand","Receptor",2.705
"MSC","MSC","COL1A1|L","CD36|R","Ligand","Receptor",2.679
"MSC","Fibroblast","COL1A1|L","CD36|R","Ligand","Receptor",2.737
"MSC","Megakaryocyte","COL1A1|L","CD36|R","Ligand","Receptor",3.109
"MSC","Myeloid","COL1A1|L","CD36|R","Ligand","Receptor",2.598
"Fibroblast","Megakaryocyte","COL1A1|L","CD36|R","Ligand","Receptor",2.669
"Megakaryocyte","Megakaryocyte","COL1A1|L","CD36|R","Ligand","Receptor",2.545
"Myeloid","Megakaryocyte","COL1A1|L","CD36|R","Ligand","Receptor",2.545
"Neural","Megakaryocyte","COL4A1|L","ITGB1|R","Ligand","Receptor",2.406
"MSC","MSC","COL4A1|L","ITGB1|R","Ligand","Receptor",2.479
"MSC","Fibroblast","COL4A1|L","ITGB1|R","Ligand","Receptor",2.368
"MSC","Megakaryocyte","COL4A1|L","ITGB1|R","Ligand","Receptor",2.613
"Fibroblast","MSC","COL4A1|L","ITGB1|R","Ligand","Receptor",2.34
"Fibroblast","Megakaryocyte","COL4A1|L","ITGB1|R","Ligand","Receptor",2.474
"Megakaryocyte","Megakaryocyte","COL4A1|L","ITGB1|R","Ligand","Receptor",2.406
"Myeloid","Megakaryocyte","COL4A1|L","ITGB1|R","Ligand","Receptor",2.406
"Fibroblast","Neural","GSTP1|L","TRAF2|R","Ligand","Receptor",2.329
"Fibroblast","MSC","GSTP1|L","TRAF2|R","Ligand","Receptor",2.329
"Fibroblast","Fibroblast","GSTP1|L","TRAF2|R","Ligand","Receptor",2.502
"Megakaryocyte","Neural","GSTP1|L","TRAF2|R","Ligand","Receptor",2.421
"Megakaryocyte","MSC","GSTP1|L","TRAF2|R","Ligand","Receptor",2.421
"Megakaryocyte","Fibroblast","GSTP1|L","TRAF2|R","Ligand","Receptor",2.594
"Megakaryocyte","Megakaryocyte","GSTP1|L","TRAF2|R","Ligand","Receptor",2.421
"Megakaryocyte","Myeloid","GSTP1|L","TRAF2|R","Ligand","Receptor",2.421
"MSC","Neural","LGALS1|L","ITGB1|R","Ligand","Receptor",2.21
"MSC","MSC","LGALS1|L","ITGB1|R","Ligand","Receptor",2.442
"Fibroblast","MSC","LGALS1|L","ITGB1|R","Ligand","Receptor",2.228
"Megakaryocyte","MSC","LGALS1|L","ITGB1|R","Ligand","Receptor",2.276
"MSC","Fibroblast","LGALS1|L","ITGB1|R","Ligand","Receptor",2.331
"MSC","Megakaryocyte","LGALS1|L","ITGB1|R","Ligand","Receptor",2.576
"Fibroblast","Megakaryocyte","LGALS1|L","ITGB1|R","Ligand","Receptor",2.362
"Megakaryocyte","Megakaryocyte","LGALS1|L","ITGB1|R","Ligand","Receptor",2.41
"Neural","MSC","ADAM15|L","ITGB1|R","Ligand","Receptor",2.285
"MSC","MSC","ADAM15|L","ITGB1|R","Ligand","Receptor",2.314
"Myeloid","MSC","ADAM15|L","ITGB1|R","Ligand","Receptor",2.477
"Neural","Megakaryocyte","ADAM15|L","ITGB1|R","Ligand","Receptor",2.42
"MSC","Megakaryocyte","ADAM15|L","ITGB1|R","Ligand","Receptor",2.448
"Fibroblast","Megakaryocyte","ADAM15|L","ITGB1|R","Ligand","Receptor",2.42
"Megakaryocyte","Megakaryocyte","ADAM15|L","ITGB1|R","Ligand","Receptor",2.42
"Myeloid","Megakaryocyte","ADAM15|L","ITGB1|R","Ligand","Receptor",2.611
"Neural","Megakaryocyte","LTF|L","GP9|R","Ligand","Receptor",3.316
"MSC","Megakaryocyte","LTF|L","GP9|R","Ligand","Receptor",3.316
"Fibroblast","Megakaryocyte","LTF|L","GP9|R","Ligand","Receptor",3.316
"Megakaryocyte","Megakaryocyte","LTF|L","GP9|R","Ligand","Receptor",3.316
"Myeloid","Neural","LTF|L","GP9|R","Ligand","Receptor",3.299
"Myeloid","MSC","LTF|L","GP9|R","Ligand","Receptor",3.295
"Myeloid","Fibroblast","LTF|L","GP9|R","Ligand","Receptor",3.324
"Myeloid","Megakaryocyte","LTF|L","GP9|R","Ligand","Receptor",4.514
"Myeloid","Myeloid","LTF|L","GP9|R","Ligand","Receptor",3.277
"Neural","Megakaryocyte","CALM3|L","MYLK|R","Ligand","Receptor",2.538
"MSC","Megakaryocyte","CALM3|L","MYLK|R","Ligand","Receptor",2.562
"Fibroblast","Megakaryocyte","CALM3|L","MYLK|R","Ligand","Receptor",2.725
"Megakaryocyte","Neural","CALM3|L","MYLK|R","Ligand","Receptor",2.807
"Megakaryocyte","MSC","CALM3|L","MYLK|R","Ligand","Receptor",2.772
"Megakaryocyte","Fibroblast","CALM3|L","MYLK|R","Ligand","Receptor",2.804
"Megakaryocyte","Megakaryocyte","CALM3|L","MYLK|R","Ligand","Receptor",3.264
"Megakaryocyte","Myeloid","CALM3|L","MYLK|R","Ligand","Receptor",2.772
"Myeloid","Megakaryocyte","CALM3|L","MYLK|R","Ligand","Receptor",2.709
"Neural","MSC","COL1A2|L","ITGA11|R","Ligand","Receptor",2.354
"MSC","Neural","COL1A2|L","ITGA11|R","Ligand","Receptor",2.614
"MSC","MSC","COL1A2|L","ITGA11|R","Ligand","Receptor",2.963
"MSC","Fibroblast","COL1A2|L","ITGA11|R","Ligand","Receptor",2.614
"MSC","Megakaryocyte","COL1A2|L","ITGA11|R","Ligand","Receptor",2.614
"MSC","Myeloid","COL1A2|L","ITGA11|R","Ligand","Receptor",2.614
"Fibroblast","MSC","COL1A2|L","ITGA11|R","Ligand","Receptor",2.411
"Megakaryocyte","MSC","COL1A2|L","ITGA11|R","Ligand","Receptor",2.354
"Myeloid","MSC","COL1A2|L","ITGA11|R","Ligand","Receptor",2.354
"MSC","Neural","LEPR|L","LEPR|R","Ligand","Receptor",2.601
"Neural","MSC","LEPR|L","LEPR|R","Ligand","Receptor",2.601
"MSC","MSC","LEPR|L","LEPR|R","Ligand","Receptor",3.28
"Fibroblast","MSC","LEPR|L","LEPR|R","Ligand","Receptor",2.601
"Megakaryocyte","MSC","LEPR|L","LEPR|R","Ligand","Receptor",2.601
"Myeloid","MSC","LEPR|L","LEPR|R","Ligand","Receptor",2.601
"MSC","Fibroblast","LEPR|L","LEPR|R","Ligand","Receptor",2.601
"MSC","Megakaryocyte","LEPR|L","LEPR|R","Ligand","Receptor",2.601
"MSC","Myeloid","LEPR|L","LEPR|R","Ligand","Receptor",2.601
"Neural","Megakaryocyte","CALM3|L","GP6|R","Ligand","Receptor",2.589
"MSC","Megakaryocyte","CALM3|L","GP6|R","Ligand","Receptor",2.613
"Fibroblast","Megakaryocyte","CALM3|L","GP6|R","Ligand","Receptor",2.776
"Megakaryocyte","Neural","CALM3|L","GP6|R","Ligand","Receptor",2.799
"Megakaryocyte","MSC","CALM3|L","GP6|R","Ligand","Receptor",2.799
"Megakaryocyte","Fibroblast","CALM3|L","GP6|R","Ligand","Receptor",2.913
"Megakaryocyte","Megakaryocyte","CALM3|L","GP6|R","Ligand","Receptor",3.315
"Megakaryocyte","Myeloid","CALM3|L","GP6|R","Ligand","Receptor",2.799
"Myeloid","Megakaryocyte","CALM3|L","GP6|R","Ligand","Receptor",2.76
"Neural","Myeloid","ALOX5|L","ALOX5AP|R","Ligand","Receptor",2.79
"MSC","Myeloid","ALOX5|L","ALOX5AP|R","Ligand","Receptor",2.79
"Fibroblast","Myeloid","ALOX5|L","ALOX5AP|R","Ligand","Receptor",2.79
"Megakaryocyte","Myeloid","ALOX5|L","ALOX5AP|R","Ligand","Receptor",2.79
"Myeloid","Neural","ALOX5|L","ALOX5AP|R","Ligand","Receptor",2.549
"Myeloid","MSC","ALOX5|L","ALOX5AP|R","Ligand","Receptor",2.549
"Myeloid","Fibroblast","ALOX5|L","ALOX5AP|R","Ligand","Receptor",2.549
"Myeloid","Megakaryocyte","ALOX5|L","ALOX5AP|R","Ligand","Receptor",2.752
"Myeloid","Myeloid","ALOX5|L","ALOX5AP|R","Ligand","Receptor",3.228
"Neural","Megakaryocyte","COL1A2|L","ITGA2B|R","Ligand","Receptor",2.971
"MSC","Neural","COL1A2|L","ITGA2B|R","Ligand","Receptor",2.608
"MSC","MSC","COL1A2|L","ITGA2B|R","Ligand","Receptor",2.608
"MSC","Fibroblast","COL1A2|L","ITGA2B|R","Ligand","Receptor",2.653
"MSC","Megakaryocyte","COL1A2|L","ITGA2B|R","Ligand","Receptor",3.579
"MSC","Myeloid","COL1A2|L","ITGA2B|R","Ligand","Receptor",2.761
"Fibroblast","Megakaryocyte","COL1A2|L","ITGA2B|R","Ligand","Receptor",3.027
"Megakaryocyte","Megakaryocyte","COL1A2|L","ITGA2B|R","Ligand","Receptor",2.971
"Myeloid","Megakaryocyte","COL1A2|L","ITGA2B|R","Ligand","Receptor",2.971
